EngagementID,ContentID,ContentType,Views,Clicks,Likes,EngagementDate,CampaignID,ProductID
1603,40,VIDEO,1482,162,36,09-Apr-24,14,4
1604,31,VIDEO,2573,358,24,17-Feb-25,7,5
1626,43,VIDEO,1749,213,21,30-Mar-25,10,14
1635,12,VIDEO,1149,74,6,03-Mar-25,6,19
1637,27,VIDEO,3353,586,37,03-Jun-24,10,16
1638,3,VIDEO,3441,986,195,26-Sep-23,6,4
1645,4,VIDEO,7207,1077,343,14-Aug-23,2,14
1646,14,VIDEO,2395,759,128,19-Jan-24,16,6
1658,33,VIDEO,3933,1509,287,08-Sep-23,14,16
1660,43,VIDEO,1621,137,17,27-Feb-25,15,8
1662,11,VIDEO,7255,1085,436,12-Apr-23,14,10
1672,13,VIDEO,5421,1005,137,19-Jul-23,1,17
1681,32,VIDEO,681,61,4,27-May-25,12,7
1687,46,VIDEO,229,30,7,25-Apr-24,2,2
1689,36,VIDEO,1171,185,10,27-Aug-24,2,13
1693,4,VIDEO,1148,226,12,08-Sep-24,6,11
1701,23,VIDEO,3614,230,51,22-Aug-24,11,16
1702,46,VIDEO,4874,986,196,29-Jun-24,13,4
1709,32,VIDEO,2386,518,93,30-Apr-23,16,14
1711,31,VIDEO,603,81,8,01-Mar-25,7,10
1724,42,VIDEO,2080,467,169,28-Oct-23,14,17
1725,13,VIDEO,1557,401,119,09-Sep-23,13,13
1726,24,VIDEO,3831,535,145,26-Apr-23,2,19
1739,44,VIDEO,1693,235,52,13-May-24,11,1
1742,36,VIDEO,508,139,64,23-Jan-23,1,20
1761,46,VIDEO,741,214,28,17-Mar-24,7,20
1766,28,VIDEO,3633,878,223,27-Oct-23,10,3
1767,21,VIDEO,896,69,10,24-Sep-24,6,14
1768,30,VIDEO,5074,1437,397,03-Feb-24,5,14
1769,4,VIDEO,1799,94,3,15-Feb-25,17,18
1781,7,VIDEO,3042,749,317,21-May-23,13,13
1791,37,VIDEO,4835,872,150,21-Jan-24,12,8
1794,25,VIDEO,5150,1425,277,21-Apr-24,9,8
1810,20,VIDEO,7352,781,116,02-Sep-23,12,7
1812,29,VIDEO,2920,501,55,09-Nov-24,11,2
1821,24,VIDEO,683,50,4,01-Jun-25,3,15
1822,45,VIDEO,424,131,47,26-Aug-23,5,15
1827,21,VIDEO,465,48,5,31-Mar-25,2,11
1831,9,VIDEO,3517,1347,402,13-Mar-23,9,5
1841,27,VIDEO,2322,721,313,08-May-23,6,5
1842,39,VIDEO,3222,526,131,19-Dec-23,20,16
1848,47,VIDEO,1619,68,6,04-Jan-25,2,11
1850,47,VIDEO,7877,2784,997,02-Feb-23,9,13
1852,46,VIDEO,266,29,4,15-Dec-24,8,17
1853,47,VIDEO,7901,1266,227,28-Jan-23,5,13
1871,28,VIDEO,1438,101,17,18-Jul-24,13,15
1874,22,VIDEO,4160,839,175,02-Mar-24,4,11
1879,26,VIDEO,2165,111,6,09-Jan-25,4,5
1881,19,VIDEO,3848,369,24,23-May-24,17,13
1886,13,VIDEO,2366,396,63,10-Aug-23,7,11
1891,40,VIDEO,4340,570,151,30-Dec-23,16,2
1904,28,VIDEO,3186,250,25,07-Oct-23,3,10
1912,43,VIDEO,1123,137,36,05-Sep-23,8,10
1916,35,VIDEO,5893,689,188,02-Mar-24,14,15
1922,32,VIDEO,9102,2705,362,11-Mar-23,16,13
1926,42,VIDEO,3180,297,42,21-Sep-24,7,12
1928,13,VIDEO,452,39,2,14-Jun-25,5,17
1929,33,VIDEO,4748,1178,235,10-Oct-23,16,6
1930,25,VIDEO,2303,490,22,19-Sep-24,15,13
1933,33,VIDEO,6067,1230,96,02-Oct-23,11,20
1942,19,VIDEO,6758,1704,249,29-Nov-23,2,5
1943,48,VIDEO,400,18,3,20-Nov-24,18,7
1944,41,VIDEO,1396,54,2,07-Dec-24,9,1
1952,33,VIDEO,1756,487,56,17-Apr-24,9,8
1972,18,VIDEO,4259,651,118,10-Feb-24,14,6
1982,15,VIDEO,1988,291,30,18-Jan-25,20,4
1987,10,VIDEO,2910,577,157,28-Apr-24,8,6
1992,31,VIDEO,4186,640,141,27-Jul-24,14,19
1997,39,VIDEO,1039,162,29,17-Jan-24,11,11
1998,29,VIDEO,3101,843,229,25-Sep-23,12,16
2008,24,VIDEO,2457,424,47,01-Jul-24,1,5
2012,35,VIDEO,863,90,25,19-Apr-24,7,9
2014,38,VIDEO,2419,108,12,01-Feb-25,6,1
2016,39,VIDEO,1855,142,11,06-Jun-25,13,16
2023,21,VIDEO,1638,61,5,27-Feb-25,12,19
2032,49,VIDEO,1199,137,7,31-Aug-24,8,18
2033,46,VIDEO,4186,315,54,29-Aug-24,16,13
2035,21,VIDEO,4173,620,48,29-Nov-23,19,10
2046,33,VIDEO,6292,570,60,29-Aug-23,13,18
2049,8,VIDEO,889,59,7,16-Feb-25,13,11
2051,38,VIDEO,5150,1458,320,28-Mar-23,5,3
2054,37,VIDEO,3560,1267,430,17-Jan-23,14,17
2073,27,VIDEO,2036,363,53,10-Mar-24,16,1
2092,39,VIDEO,3022,1497,444,07-Jan-23,12,10
2093,26,VIDEO,295,68,17,23-Nov-23,17,4
2094,19,VIDEO,582,73,10,21-Feb-25,20,13
2101,22,VIDEO,2935,331,34,02-Feb-25,5,16
2108,5,VIDEO,6255,671,145,17-Nov-23,2,11
2113,35,VIDEO,1898,160,8,21-Mar-25,11,10
2115,50,VIDEO,6972,2070,246,16-Feb-23,7,11
2116,42,VIDEO,3314,618,61,20-Feb-24,18,4
2118,26,VIDEO,1157,165,23,05-Oct-24,13,2
2121,48,VIDEO,1103,48,2,28-Sep-24,3,18
2125,32,VIDEO,1806,236,23,24-Mar-24,18,19
2129,12,VIDEO,757,58,6,14-Mar-25,19,10
2152,28,VIDEO,1262,454,143,01-Sep-23,12,10
2159,5,VIDEO,4803,967,186,09-Jun-24,12,1
2179,17,VIDEO,594,54,11,25-Sep-24,19,13
2183,29,VIDEO,7176,528,161,20-Oct-23,10,14
2194,32,VIDEO,6172,2823,941,10-Mar-23,4,2
2197,14,VIDEO,972,328,62,09-Dec-23,18,7
2199,27,VIDEO,4058,832,169,24-Mar-24,5,16
2203,7,VIDEO,4900,1170,393,06-May-23,13,14
2204,4,VIDEO,696,28,3,23-Feb-25,12,7
2214,50,VIDEO,3179,274,29,05-Nov-24,5,11
2215,24,VIDEO,3964,927,243,27-Dec-23,5,17
2216,11,VIDEO,4773,590,71,25-May-24,15,6
2221,36,VIDEO,2939,296,25,09-Nov-24,9,14
2222,30,VIDEO,4786,612,95,20-Apr-24,8,12
2228,12,VIDEO,725,74,15,24-Nov-23,20,18
2231,21,VIDEO,233,17,2,03-Jan-25,1,10
2234,49,VIDEO,1111,54,3,13-Jul-25,8,6
2243,37,VIDEO,1930,396,66,23-Sep-24,18,3
2253,8,VIDEO,785,70,8,15-Feb-24,18,10
2257,27,VIDEO,2122,346,64,23-Oct-24,10,4
2259,13,VIDEO,3708,684,61,15-Aug-23,7,13
2260,30,VIDEO,503,80,12,19-Oct-24,18,18
2261,39,VIDEO,3812,619,156,02-Feb-24,2,13
2269,29,VIDEO,983,61,3,26-Nov-24,16,1
2272,3,VIDEO,373,97,14,12-Mar-24,3,2
2279,7,VIDEO,1956,108,8,22-May-25,14,14
2281,24,VIDEO,4418,648,137,07-Jan-24,17,9
2299,39,VIDEO,3131,687,299,01-Apr-23,11,20
2300,50,VIDEO,5160,981,75,26-Jan-24,16,12
2310,24,VIDEO,1934,167,13,27-Feb-25,12,9
2317,28,VIDEO,1816,282,25,26-Sep-24,20,7
2321,32,VIDEO,4382,1337,111,26-Aug-23,16,5
2322,21,VIDEO,1144,41,2,23-Jun-25,13,6
2325,17,VIDEO,3480,409,38,13-Oct-24,10,2
2335,49,VIDEO,1043,55,5,27-Apr-25,8,5
2338,25,VIDEO,1668,156,27,14-Oct-24,4,2
2342,35,VIDEO,3069,615,148,16-Dec-23,10,4
2373,5,VIDEO,6321,1308,415,25-Sep-23,15,4
2383,2,VIDEO,1329,54,3,15-Jul-25,14,8
2386,28,VIDEO,825,51,2,12-Aug-25,4,16
2395,5,VIDEO,8891,2377,534,15-Mar-23,2,5
2396,22,VIDEO,4510,705,209,31-Dec-23,15,3
2406,47,VIDEO,582,138,36,31-Dec-23,4,18
2408,48,VIDEO,955,74,4,10-Jun-25,6,14
2413,6,VIDEO,3001,394,51,11-Jan-25,19,3
2415,38,VIDEO,796,74,14,13-Nov-23,12,1
2416,33,VIDEO,2451,729,81,19-Sep-23,16,6
2418,34,VIDEO,4653,764,120,29-Oct-23,3,19
2419,18,VIDEO,8800,1514,639,24-Mar-23,11,7
2422,35,VIDEO,2887,587,67,29-Aug-23,14,6
2424,33,VIDEO,8532,2442,830,28-May-23,15,12
2427,36,VIDEO,5382,1091,311,08-Jan-24,19,17
2431,48,VIDEO,4531,534,114,11-Feb-24,16,9
2435,38,VIDEO,4791,745,112,22-Jul-24,6,20
2439,50,VIDEO,2406,357,69,25-Aug-24,8,4
2442,46,VIDEO,2720,257,40,20-Dec-24,1,17
2445,13,VIDEO,4084,1741,748,26-Feb-23,15,16
2464,41,VIDEO,6185,1208,339,03-Jan-24,1,13
2468,39,VIDEO,4517,961,118,20-Jul-24,12,2
2471,20,VIDEO,2380,1009,360,27-Jan-23,13,5
2473,5,VIDEO,1006,48,5,22-Jul-24,19,17
2475,31,VIDEO,4244,1056,181,01-May-24,8,5
2479,15,VIDEO,4627,1593,511,06-Aug-23,12,7
2480,46,VIDEO,394,28,4,16-Mar-24,12,7
2482,43,VIDEO,5677,1446,115,09-Jan-24,15,14
2485,12,VIDEO,3087,748,158,14-Jan-23,18,1
2489,7,VIDEO,4029,791,85,08-Jun-24,13,1
2491,35,VIDEO,1364,306,58,20-Dec-23,4,14
2493,8,VIDEO,3120,323,104,06-Sep-23,12,10
2526,40,VIDEO,2438,779,79,05-Jan-24,10,14
2531,43,VIDEO,3222,1016,93,13-Nov-23,7,1
2539,1,VIDEO,1540,104,6,20-Apr-25,17,10
2540,33,VIDEO,215,22,2,14-Oct-23,19,20
2546,30,VIDEO,6158,1035,289,09-Oct-23,7,1
2548,37,VIDEO,2700,663,117,20-Feb-23,6,7
2557,35,VIDEO,2177,361,56,02-Dec-23,3,4
2558,46,VIDEO,1892,208,6,07-Mar-25,3,6
2572,43,VIDEO,4606,1538,425,07-Dec-23,19,8
2576,14,VIDEO,3181,166,22,28-Dec-24,2,5
2593,9,VIDEO,5753,1060,273,20-Jan-24,6,5
2594,50,VIDEO,1000,65,3,04-Aug-25,9,6
2601,40,VIDEO,4919,1253,235,08-Mar-24,10,9
2603,16,VIDEO,872,115,46,14-May-23,7,6
2612,20,VIDEO,3003,694,62,31-Mar-24,4,11
2615,46,VIDEO,2437,315,121,15-Mar-23,3,11
2618,26,VIDEO,1608,184,7,08-Apr-25,19,19
2623,6,VIDEO,1809,378,93,08-Jun-24,18,10
2624,13,VIDEO,1469,108,7,19-Jul-25,19,7
2625,46,VIDEO,2797,154,19,18-Jan-25,12,11
2636,10,VIDEO,7810,2034,196,06-May-23,18,5
2641,6,VIDEO,2607,161,8,02-Feb-25,6,9
2654,39,VIDEO,2667,461,50,02-Sep-24,9,18
2660,31,VIDEO,4776,832,255,18-Oct-23,9,6
2675,26,VIDEO,589,43,4,25-Nov-24,13,13
2684,37,VIDEO,1402,382,116,10-Jul-23,6,5
2686,6,VIDEO,1885,238,31,25-Jun-24,4,6
2695,35,VIDEO,4184,373,62,20-Jan-24,1,3
2696,27,VIDEO,3366,254,37,07-Sep-24,11,12
2706,20,VIDEO,4256,672,180,06-May-24,2,13
2710,8,VIDEO,1436,206,26,22-Jan-25,15,16
2713,9,VIDEO,1423,267,60,22-Aug-23,15,7
2717,25,VIDEO,2172,291,51,29-May-24,12,18
2729,15,VIDEO,4004,756,95,06-Jan-23,10,15
2733,31,VIDEO,4995,939,57,30-Jun-24,5,13
2738,21,VIDEO,3029,372,58,03-Sep-24,9,6
2745,32,VIDEO,3612,1001,309,14-Aug-23,12,18
2752,12,VIDEO,1801,159,20,04-Jul-24,9,16
2754,15,VIDEO,1309,101,29,19-Dec-23,5,15
2755,49,VIDEO,8392,2061,729,24-Apr-23,1,13
2768,7,VIDEO,896,372,129,16-May-23,11,20
2774,27,VIDEO,2592,222,41,16-May-24,8,8
2779,16,VIDEO,250,30,3,29-Jan-25,6,8
2781,32,VIDEO,3995,552,110,07-Feb-24,11,19
2794,18,VIDEO,4639,812,195,27-May-24,1,6
2796,35,VIDEO,6356,1160,547,02-Feb-23,17,2
2812,21,VIDEO,4141,1516,302,14-Jul-23,18,1
2827,3,VIDEO,4528,538,67,10-Feb-24,11,17
2830,45,VIDEO,9196,3663,941,02-Feb-23,2,18
2843,43,VIDEO,2444,145,22,05-Jan-25,17,9
2857,38,VIDEO,1391,127,6,30-Apr-25,15,19
2858,33,VIDEO,3565,677,152,09-Jul-24,2,9
2863,44,VIDEO,1274,346,106,17-Nov-23,14,19
2864,7,VIDEO,863,161,30,31-Aug-23,12,14
2868,29,VIDEO,2156,867,372,16-Apr-23,14,11
2871,4,VIDEO,2431,485,129,23-May-23,17,13
2874,29,VIDEO,5823,858,101,09-Oct-23,20,5
2875,26,VIDEO,1717,92,8,30-May-25,18,20
2877,43,VIDEO,6960,1667,419,22-Sep-23,9,3
2881,5,VIDEO,625,118,8,10-Jul-24,6,7
2883,31,VIDEO,5326,2157,393,10-Jun-23,20,8
2888,17,VIDEO,5458,2431,333,26-Feb-23,1,17
2895,31,VIDEO,5667,1217,130,12-Oct-23,9,3
2897,23,VIDEO,580,46,10,03-Dec-23,8,19
2906,45,VIDEO,1422,268,47,03-Nov-23,3,4
2911,36,VIDEO,1169,97,2,25-Jun-25,18,6
2912,14,VIDEO,3181,549,182,12-Nov-23,8,15
2915,4,VIDEO,1121,70,2,27-Mar-25,10,11
2916,33,VIDEO,2798,220,42,19-Nov-23,14,3
2924,26,VIDEO,153,21,2,30-Dec-24,13,14
2931,40,VIDEO,3188,583,90,28-Feb-24,9,9
2939,18,VIDEO,3117,512,35,12-Feb-24,10,16
2944,30,VIDEO,5853,2672,1054,09-Jan-23,8,10
2948,17,VIDEO,1495,390,110,24-Mar-24,14,2
2952,49,VIDEO,548,99,30,05-Jul-23,16,8
2956,17,VIDEO,4958,1593,446,16-Jul-23,11,20
2971,46,VIDEO,7418,810,256,21-Jun-23,5,4
2972,4,VIDEO,1250,450,137,28-Oct-23,16,15
2974,1,VIDEO,2604,440,52,11-Aug-24,1,11
2976,30,VIDEO,1657,173,27,30-Aug-24,9,8
2977,33,VIDEO,3494,294,45,20-Nov-24,4,1
2981,8,VIDEO,5240,751,105,08-Jan-24,8,16
2982,33,VIDEO,1667,352,51,05-Jan-24,13,13
2986,23,VIDEO,4019,1014,285,30-Nov-23,15,15
2997,27,VIDEO,203,36,6,04-Jun-24,14,9
2999,19,VIDEO,3478,325,26,06-Jun-24,19,7
3002,4,VIDEO,4279,1718,150,25-Jun-23,19,14
3009,44,VIDEO,2352,806,155,18-Jan-23,15,20
3011,8,VIDEO,1528,209,22,13-Nov-24,12,10
3015,29,VIDEO,1730,94,10,29-Dec-24,16,13
3023,12,VIDEO,1404,165,21,10-Dec-24,8,5
3025,26,VIDEO,4074,860,121,30-Jun-24,10,7
3029,43,VIDEO,2731,215,39,16-Jun-24,3,18
3034,28,VIDEO,1927,216,28,01-Oct-24,12,17
3040,9,VIDEO,2718,100,12,19-Feb-25,17,5
3046,15,VIDEO,7442,2679,753,18-Jul-23,6,11
3047,20,VIDEO,2433,119,11,20-Jan-25,12,16
3051,7,VIDEO,790,193,10,18-May-24,9,20
3061,4,VIDEO,5557,1827,145,19-Nov-23,10,4
3063,32,VIDEO,2522,188,7,06-Nov-24,5,17
3068,14,VIDEO,3239,466,114,26-Mar-23,19,7
3069,30,VIDEO,222,21,2,20-Apr-25,20,20
3075,43,VIDEO,1267,110,8,14-Jun-25,3,7
3077,20,VIDEO,430,27,2,03-May-25,17,9
3081,45,VIDEO,2152,528,105,17-May-24,8,7
3086,27,VIDEO,1180,57,7,30-Jan-25,7,18
3089,7,VIDEO,676,73,11,05-Nov-24,14,6
3094,11,VIDEO,2350,585,106,22-Jun-24,9,7
3096,12,VIDEO,6654,2055,613,18-Oct-23,3,3
3101,33,VIDEO,7209,1053,374,16-Apr-23,16,16
3114,2,VIDEO,604,45,4,03-Apr-25,18,6
3121,10,VIDEO,3592,1027,449,25-Feb-23,9,13
3123,24,VIDEO,1673,409,110,11-May-23,8,18
3124,32,VIDEO,1484,331,68,19-Jun-24,16,18
3137,44,VIDEO,2279,412,17,13-Sep-24,18,12
3140,27,VIDEO,1160,249,78,02-Dec-23,4,4
3143,14,VIDEO,174,64,5,07-Jul-23,14,14
3147,49,VIDEO,6837,2251,300,23-Jun-23,6,6
3153,21,VIDEO,3224,924,204,10-Jan-23,14,19
3154,26,VIDEO,1556,134,17,12-Feb-25,1,9
3175,42,VIDEO,4311,807,66,03-Jun-24,9,12
3176,48,VIDEO,2271,190,21,02-Jul-24,9,10
3178,49,VIDEO,1294,63,2,06-Jul-25,3,12
3184,10,VIDEO,3278,796,84,09-Jun-24,5,9
3185,5,VIDEO,449,43,5,16-Feb-25,15,11
3186,9,VIDEO,2652,334,23,13-Apr-24,10,15
3187,46,VIDEO,2212,234,28,19-Mar-24,14,1
3193,49,VIDEO,1965,119,13,23-Mar-25,4,3
3200,19,VIDEO,1318,169,16,10-Nov-24,10,18
3201,11,VIDEO,6135,1971,241,05-Sep-23,9,13
3202,33,VIDEO,2930,395,114,06-Apr-23,6,12
3206,43,VIDEO,651,69,5,09-May-25,5,17
3207,47,VIDEO,8791,3105,648,01-Jan-23,19,15
3208,8,VIDEO,3967,1411,207,27-Aug-23,10,11
3210,32,VIDEO,4504,1505,348,11-May-23,18,4
3215,19,VIDEO,1198,80,3,28-Jul-25,3,7
3216,21,VIDEO,2754,220,56,18-Feb-24,15,2
3217,1,VIDEO,5887,2106,659,26-Oct-23,12,14
3219,12,VIDEO,4476,1178,252,13-Apr-24,11,20
3220,40,VIDEO,1139,248,89,02-Apr-23,14,17
3226,22,VIDEO,1468,221,49,28-May-24,6,9
3228,31,VIDEO,2797,577,163,12-Sep-23,20,3
3237,10,VIDEO,724,107,6,11-Jan-25,15,15
3240,44,VIDEO,4079,624,82,26-Jul-24,10,19
3242,6,VIDEO,1281,62,4,24-Jul-25,2,12
3243,22,VIDEO,7097,1633,445,06-Apr-23,14,13
3254,1,VIDEO,1646,55,3,20-Mar-25,8,4
3262,35,VIDEO,5382,1694,484,15-Nov-23,5,4
3272,19,VIDEO,2772,668,73,25-May-24,13,15
3276,47,VIDEO,4039,339,57,13-Nov-23,2,18
3287,28,VIDEO,7368,1817,517,28-Apr-23,18,20
3289,44,VIDEO,4203,337,69,25-Aug-24,8,20
3291,17,VIDEO,6209,1280,509,03-Aug-23,7,6
3294,21,VIDEO,3712,719,349,25-Jan-23,11,7
3295,42,VIDEO,6068,1309,368,05-Feb-24,20,4
3297,12,VIDEO,1098,200,20,09-Jun-24,16,3
3299,25,VIDEO,2792,481,75,18-Mar-24,6,5
3300,21,VIDEO,283,15,2,29-Apr-24,6,2
3303,22,VIDEO,102,30,9,14-Feb-23,11,20
3304,44,VIDEO,756,70,7,12-May-25,13,9
3307,25,VIDEO,1143,120,12,26-Dec-24,17,20
3312,46,VIDEO,4724,863,161,28-Apr-24,13,7
3315,31,VIDEO,2148,169,12,14-Nov-24,2,10
3318,4,VIDEO,4596,792,136,02-Jul-23,9,3
3330,30,VIDEO,1295,480,191,08-May-23,7,1
3335,40,VIDEO,3447,353,59,27-Oct-24,6,6
3342,13,VIDEO,578,60,16,02-Apr-24,19,1
3348,13,VIDEO,2571,316,39,26-Feb-25,20,9
3360,12,VIDEO,1452,370,51,08-Nov-23,16,1
3362,41,VIDEO,5323,2137,718,21-Jan-23,7,1
3374,36,VIDEO,829,251,122,27-Jan-23,1,16
3375,37,VIDEO,7397,2612,391,01-Aug-23,3,11
3376,4,VIDEO,2709,859,280,06-Dec-23,4,5
3390,33,VIDEO,502,36,2,11-Jun-25,4,16
3393,49,VIDEO,2063,557,136,03-May-24,11,13
3401,49,VIDEO,4924,1057,263,05-Jun-24,17,8
3405,23,VIDEO,115,20,2,17-Jun-24,17,3
3411,48,VIDEO,5930,1428,155,09-Jan-24,18,14
3416,18,VIDEO,2144,404,43,15-Apr-24,19,15
3427,1,VIDEO,3202,581,73,14-Sep-24,14,9
3428,35,VIDEO,3308,151,9,01-Nov-24,15,5
3429,17,VIDEO,2869,576,134,15-Mar-24,14,17
3439,17,VIDEO,4324,336,70,19-Jul-24,15,10
3440,7,VIDEO,4178,444,80,17-Jul-24,6,14
3444,40,VIDEO,2268,488,69,03-Jul-24,18,7
3446,18,VIDEO,1265,84,3,21-Jul-25,11,16
3449,50,VIDEO,2647,310,44,09-Sep-24,2,7
3459,36,VIDEO,2444,651,82,15-Jan-24,16,7
3469,17,VIDEO,491,99,19,25-Feb-24,20,3
3479,30,VIDEO,4777,2084,294,31-Jan-23,9,9
3482,29,VIDEO,1804,64,4,11-May-25,11,17
3489,14,VIDEO,1268,174,24,09-Feb-25,2,15
3496,39,VIDEO,4572,1088,346,15-Dec-23,4,14
3501,31,VIDEO,3001,229,18,14-Jul-24,11,14
3507,6,VIDEO,2975,413,16,29-Dec-24,20,2
3508,47,VIDEO,2020,812,238,24-Feb-23,8,19
3519,39,VIDEO,3059,562,48,07-Nov-24,11,5
3529,40,VIDEO,4743,1140,439,21-Feb-23,10,20
3534,21,VIDEO,2030,157,11,11-Dec-24,12,11
3536,47,VIDEO,1010,39,2,02-Jun-25,7,11
3537,41,VIDEO,3595,716,200,24-Jan-24,5,2
3545,36,VIDEO,4189,472,123,07-Apr-24,12,7
3561,1,VIDEO,3351,315,78,02-Oct-23,7,9
3565,3,VIDEO,452,35,3,07-Feb-25,7,7
3566,18,VIDEO,907,96,15,30-May-24,5,8
3567,29,VIDEO,848,95,14,09-Jul-24,16,14
3569,17,VIDEO,8858,3373,1493,23-Mar-23,3,13
3570,31,VIDEO,3980,1304,272,06-Jul-23,13,8
3575,26,VIDEO,580,123,34,27-Mar-24,14,5
3579,40,VIDEO,1703,226,47,05-Apr-24,9,13
3586,16,VIDEO,4681,455,122,20-Feb-24,11,14
3590,39,VIDEO,1316,201,16,13-Oct-24,12,1
3591,43,VIDEO,4139,495,154,30-Oct-23,7,3
3593,41,VIDEO,1264,305,79,26-Nov-23,9,19
3595,23,VIDEO,1626,88,2,18-May-25,7,3
3599,8,VIDEO,1356,26,2,13-Jun-25,15,17
3600,40,VIDEO,459,104,19,16-Aug-24,16,15
3604,37,VIDEO,5841,576,127,25-Mar-24,6,9
3608,26,VIDEO,2764,769,116,09-Aug-23,9,1
3609,37,VIDEO,2945,195,47,28-Feb-24,13,3
3620,16,VIDEO,261,48,4,23-Oct-24,12,7
3640,38,VIDEO,372,87,13,31-Jan-23,14,9
3641,38,VIDEO,5987,1858,404,26-Feb-23,10,19
3658,15,VIDEO,3732,1453,279,15-Feb-23,8,20
3660,39,VIDEO,4378,738,135,11-Feb-24,6,11
3665,1,VIDEO,1620,599,213,17-Aug-23,7,1
3670,32,VIDEO,4934,852,257,09-Feb-24,12,1
3671,21,VIDEO,168,49,16,11-Jun-23,15,19
3673,34,VIDEO,6797,579,54,09-Jul-23,15,8
3679,44,VIDEO,1033,71,2,16-Jun-25,3,7
3686,19,VIDEO,958,344,45,14-Aug-23,1,17
3690,4,VIDEO,6853,1183,231,28-Jun-23,19,3
3697,9,VIDEO,664,31,3,11-Mar-25,16,20
3698,17,VIDEO,419,92,7,25-Aug-24,8,2
3699,8,VIDEO,4113,415,68,23-Aug-24,15,14
3701,47,VIDEO,1365,446,143,03-Oct-23,10,8
3709,6,VIDEO,1769,91,4,04-Jun-25,2,2
3710,37,VIDEO,3656,364,60,01-Jan-24,14,17
3711,3,VIDEO,2978,497,58,26-Sep-24,20,10
3715,8,VIDEO,551,35,2,22-Jun-25,5,18
3719,39,VIDEO,3069,809,145,29-Jul-23,13,15
3724,23,VIDEO,1597,322,61,08-Apr-24,19,9
3728,12,VIDEO,3798,578,134,07-Jul-23,4,9
3736,23,VIDEO,9393,3843,1530,24-Feb-23,20,12
3739,49,VIDEO,550,183,35,04-Mar-23,17,1
3740,35,VIDEO,8379,1159,482,18-Feb-23,17,6
3745,29,VIDEO,1307,232,21,10-Apr-24,18,16
3757,9,VIDEO,1643,147,20,14-Jan-25,7,9
3761,14,VIDEO,1109,99,23,02-Jul-23,6,7
3763,12,VIDEO,9582,1101,323,08-Feb-23,13,9
3774,43,VIDEO,5606,1491,547,23-Sep-23,4,18
3778,14,VIDEO,1957,241,80,22-Aug-23,1,12
3782,8,VIDEO,5093,938,151,20-Mar-23,1,2
3794,30,VIDEO,1906,90,12,19-Sep-24,18,14
3796,13,VIDEO,141,30,4,13-Mar-24,13,20
3798,2,VIDEO,2892,325,13,21-Jan-25,7,7
3799,9,VIDEO,2668,722,107,14-Nov-23,12,1
3801,7,VIDEO,322,16,2,15-Feb-25,2,16
3803,3,VIDEO,1404,330,113,29-Mar-23,3,11
3806,1,VIDEO,2940,443,15,22-Jan-25,19,8
3815,1,VIDEO,4762,564,50,01-May-24,12,8
3818,32,VIDEO,2204,834,382,03-Mar-23,5,1
3824,46,VIDEO,99,29,8,01-May-23,20,8
3827,46,VIDEO,3662,889,97,10-Nov-23,17,20
3828,33,VIDEO,4766,528,188,06-Nov-23,13,3
3841,8,VIDEO,2442,184,38,13-Mar-24,12,4
3851,21,VIDEO,2908,393,69,23-Jul-23,14,6
3853,37,VIDEO,5909,1572,388,28-Jan-24,16,19
3858,39,VIDEO,1679,162,8,21-Feb-25,13,10
3859,50,VIDEO,1230,295,28,09-May-24,10,20
3861,16,VIDEO,2063,542,180,30-Jul-23,8,8
3862,47,VIDEO,1266,32,2,20-Apr-25,7,7
3864,42,VIDEO,1933,185,17,30-Dec-23,17,19
3865,18,VIDEO,2349,345,16,01-Feb-25,10,6
3866,31,VIDEO,1891,107,8,15-Jun-24,7,14
3871,11,VIDEO,1446,50,3,10-May-25,15,15
3874,43,VIDEO,776,42,4,06-May-25,10,5
3876,36,VIDEO,5008,1822,501,22-Sep-23,19,9
3878,40,VIDEO,3520,742,93,22-Sep-24,1,15
3885,9,VIDEO,1289,154,18,13-Dec-24,14,17
3886,46,VIDEO,187,79,34,02-Feb-23,17,13
3888,47,VIDEO,7819,857,171,07-Jul-23,18,4
3904,17,VIDEO,4571,943,74,18-Jan-24,10,5
3907,32,VIDEO,934,153,25,26-Nov-24,10,14
3911,26,VIDEO,8912,2066,907,27-Mar-23,8,5
3917,15,VIDEO,3672,621,60,06-Nov-24,14,9
3921,35,VIDEO,6573,1873,334,15-Apr-23,5,2
3936,40,VIDEO,1445,452,72,14-Jan-24,20,1
3952,19,VIDEO,6956,588,217,13-Jul-23,13,10
3968,7,VIDEO,5010,481,27,29-Apr-24,16,11
3970,35,VIDEO,2537,242,10,11-Mar-25,20,20
3972,1,VIDEO,5674,1262,128,25-Mar-24,15,4
3987,5,VIDEO,2654,632,72,08-Mar-24,5,1
3989,43,VIDEO,4209,871,167,25-Jun-24,2,20
3990,4,VIDEO,6333,689,140,27-Aug-23,16,15
3992,3,VIDEO,2089,273,14,10-Dec-24,6,12
3993,1,VIDEO,5726,1389,402,22-Apr-23,13,20
3994,40,VIDEO,3204,286,38,09-Jul-24,8,6
4000,24,VIDEO,5455,794,271,24-Oct-23,19,4
4002,18,VIDEO,3557,689,46,05-Sep-24,12,6
4005,36,VIDEO,1561,37,2,07-Jul-25,8,16
4006,9,VIDEO,4247,995,231,01-Sep-23,9,6
4008,36,VIDEO,5393,2008,833,15-Mar-23,18,3
